pl_name,hostname,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,pl_radj,pl_dens,pl_eqt,pl_insol,st_teff,st_mass,st_rad,st_lum,st_met,st_spectype,discoverymethod,disc_year,pl_orbincl,planet_type
WASP-74 b,WASP-74,2.13775,0.037,0.0,0.95,1.56,0.33,1910.0,,5970.0,1.48,1.64,,0.39,F9,Transit,2015.0,79.81,HotJupiter
NGTS-2 b,NGTS-2,4.511164,0.063,0.0,0.74,1.595,0.226,1468.0,,6478.0,1.64,1.702,,-0.06,F5 V,Transit,2018.0,88.5,HotJupiter
Kepler-167 c,Kepler-167,7.406114,0.0684,0.0,,0.13810331,,768.0,57.7,4890.0,0.77,0.726,-0.57,-0.03,K4,Transit,2014.0,89.3,EarthLike
TOI-712 b,TOI-712,9.531361,0.07928,0.54,,0.18279985,,650.0,22.6,4622.0,0.732,0.674,-0.72793,-0.02,K4.5 V,Transit,2022.0,88.22,SuperEarth
K2-66 b,K2-66,5.06963,0.05983,0.0,0.06701696,0.22214292,7.8,1372.0,840.0,5887.0,1.11,1.67,,-0.047,,Transit,2016.0,86.6,MiniNeptune
K2-266 c,K2-266,7.814,0.0679,0.042,0.00091285,0.06289589,,664.5,32.4,4285.0,0.686,0.703,-0.82333,-0.12,,Transit,2018.0,88.28,EarthLike
TOI-712 c,TOI-712,51.69906,0.2447,0.089,,0.24096749,,369.9,3.08,4622.0,0.732,0.674,-0.72793,-0.02,K4.5 V,Transit,2022.0,89.78,MiniNeptune
WASP-197 b,WASP-197,5.167228,0.065,0.0,1.269,1.289,0.74,1665.0,1276.0,6050.0,1.36,2.112,,0.0,,Transit,2025.0,86.29,HotJupiter
KOI-94 c,KOI-94,10.423648,0.1013,0.43,0.049,0.385,0.91,1012.0,,6182.0,1.277,1.52,0.479,0.0228,,Transit,2013.0,88.36,MiniNeptune
TOI-712 d,TOI-712,84.8396,0.3405,0.073,,0.22071588,,313.6,1.6,4622.0,0.732,0.674,-0.72793,-0.02,K4.5 V,Transit,2022.0,89.817,SuperEarth
Kepler-107 c,Kepler-107,4.901452,0.06064,0.08,0.03146352,0.14247504,13.5,1378.0,602.0,5854.0,1.238,1.447,,0.321,,Transit,2014.0,89.49,DesertWorld
WASP-144 b,WASP-144,2.2783152,0.0316,0.0,0.44,0.85,0.95,1260.0,,5200.0,0.81,0.81,,0.18,K2 V,Transit,2018.0,86.9,HotJupiter
TOI-5232 b,TOI-5232,4.0966692,0.05593,0.035,2.34,1.14,1.96,1772.0,,6500.0,1.389,1.785,0.71265,-0.104,,Transit,2024.0,88.3,HotJupiter
WASP-145 A b,WASP-145 A,1.7690381,0.0261,0.0,0.89,0.9,1.6,1200.0,,4900.0,0.76,0.68,,-0.04,K2 V,Transit,2018.0,83.3,HotJupiter
K2-141 c,K2-141,7.7485,0.0683,0.092,0.02517081,0.62449925,0.081,695.0,39.1,4570.0,0.708,0.681,,0.0,,Transit,2018.0,87.2,GasGiant
V1298 Tau e,V1298 Tau,40.2,0.2409,0.1,1.16,0.735,3.6,,,5050.0,1.17,1.278,-0.02045,0.1,K1,Transit,2019.0,89.0,GasGiant
Kepler-454 b,Kepler-454,10.5737534,0.09528,0.32,0.0169903,0.2114376,2.23,916.0,117.7,5687.0,1.03,1.066,,0.32,,Transit,2015.0,87.9,DesertWorld
GJ 9827 b,GJ 9827,1.2089802,0.01888,,0.01076047,0.14452672,4.5,1172.0,315.0,4269.0,0.614,0.613,,-0.5,K5 V,Transit,2017.0,85.73,DesertWorld
K2-12 b,K2-12,8.28246,0.0792,0.5,0.01636103,0.21768259,1.6,1026.0,185.0,5672.0,0.965,1.117,,0.0,,Transit,2015.0,87.6,DesertWorld
TOI-4507 b,TOI-4507,104.61611,0.456,0.09,0.06292704,0.73155626,0.2,,,6260.0,1.11,1.04,0.14922,-0.06,F,Transit,2025.0,89.93,GasGiant
LP 791-18 b,LP 791-18,0.948005,0.00969,0.0,,0.09991971,,650.0,21.5,2960.0,0.139,0.171,-2.6968,-0.09,M(6.1+/-0.7) V,Transit,2019.0,87.3,EarthLike
GJ 9827 c,GJ 9827,3.648096,0.03925,0.094,0.00409026,0.11071479,3.7,813.0,73.0,4305.0,0.606,0.602,,-0.26,,Transit,2017.0,88.19,DesertWorld
K2-97 b,K2-97,8.407115,0.0854,0.207,0.549,1.2,0.392,1566.0,,4673.0,1.17,4.14,0.86688,0.328,,Transit,2016.0,75.5,HotJupiter
Kepler-102 d,Kepler-102,10.311767,0.08618,0.092,0.00943906,0.10295316,10.7,686.0,36.9,4909.0,0.803,0.724,,0.11,,Transit,2014.0,89.49,EarthLike
V1298 Tau d,V1298 Tau,12.4058,0.1103,0.2,0.31,0.574,2.4,,,5050.0,1.17,1.278,-0.02045,0.1,K1,Transit,2019.0,88.3,GasGiant
GJ 9827 d,GJ 9827,6.201467,0.05615,,0.01636095,0.18467303,3.23,680.0,35.6,4269.0,0.614,0.613,,-0.5,K5 V,Transit,2017.0,87.39,SuperEarth
Kepler-167 e,Kepler-167,1071.23205,1.883,0.29,1.01,0.90641605,1.68,134.4,,4884.0,0.777,0.749,-0.5391,0.02,,Transit,2016.0,89.972,GasGiant
V1298 Tau c,V1298 Tau,8.24892,0.0841,0.3,0.24,0.46,3.5,,,5050.0,1.17,1.278,-0.02045,0.1,K1,Transit,2019.0,87.5,GasGiant
WASP-28 b,WASP-28,3.40883,0.04469,0.0,0.907,1.213,0.676,1468.0,,6150.0,1.021,1.094,,-0.29,F8,Transit,2014.0,88.61,HotJupiter
WASP-26 b,WASP-26,2.7566,0.04,0.0,1.02,1.32,0.583527,1660.0,,5950.0,1.12,1.34,,-0.02,G0,Transit,2010.0,82.5,HotJupiter
TOI-4562 b,TOI-4562,225.11781,0.768,0.76,2.3,1.118,2.06,318.0,,6096.0,1.192,1.152,,0.08,F7 V,Transit,2023.0,89.06,GasGiant
WASP-2 b,WASP-2,2.152175,0.03144,,0.931,1.081,0.914,1311.0,492.0,5180.0,0.895,0.866,-0.31336,0.12,,Transit,2007.0,84.49,HotJupiter
NGTS-21 b,NGTS-21,1.5433897,0.0236,0.0,2.36,1.33,1.25,1357.0,,4660.0,0.72,0.86,,-0.26,K3 V,Transit,2022.0,83.85,HotJupiter
TOI-6008 b,TOI-6008,0.8574347,0.010777,,0.01258541,0.0918906,,707.0,41.5,3075.0,0.23,0.242,-2.32873,0.3,M5.0,Transit,2024.0,87.2,EarthLike
TOI-6002 b,TOI-6002,10.904821,0.05722,0.15,,0.14720339,,321.4,1.6823,3229.0,0.2101,0.2432,-2.23508,-0.18,M3.5+/-0.5,Transit,2024.0,89.68,EarthLike
Kepler-46 b,Kepler-46,33.60134,0.1968,0.01,6.0,0.808,14.0,543.0,,5155.0,0.902,0.938,-0.255,0.41,,Transit,2012.0,89.038,GasGiant
TOI-512 b,TOI-512,7.18886,,0.02,0.01123248,0.13738983,5.623888,1009.0,127.0,5277.0,0.74,0.89,-0.25696,-0.11,,Transit,2025.0,88.92,DesertWorld
Kepler-44 b,Kepler-44,3.2467293,0.0446,0.066,1.0,1.09,0.93,1544.0,,5800.0,1.12,1.35,,0.15,G2 IV,Transit,2011.0,84.96,HotJupiter
WASP-91 b,WASP-91,2.798581,0.037,0.0,1.34,1.03,1.59,1160.0,,4920.0,0.84,0.86,,0.19,K3,Transit,2017.0,86.8,HotJupiter
WASP-105 b,WASP-105,7.87288,0.075,0.0,1.8,0.96,2.65,900.0,,5070.0,0.89,0.9,,0.28,K2,Transit,2017.0,89.7,GasGiant
LHS 1678 b,LHS 1678,0.8602322,0.01251,0.25,0.00110122,0.06209307,6.0,,93.2,3490.0,0.345,0.329,-1.83863,,M2.0 V,Transit,2021.0,87.55,EarthLike
K2-115 b,K2-115,20.2729914,0.1415,0.063,1.01,1.053,1.07,696.0,,5870.0,0.918,0.855,-0.10791,-0.198,,Transit,2017.0,88.912,GasGiant
TOI-1194 b,TOI-1194,2.310644,0.03428,0.076,0.456,0.767,1.25,1391.0,,5446.0,1.007,0.963,-0.13549,0.29,,Transit,2023.0,83.98,HotJupiter
HAT-P-54 b,HAT-P-54,3.799847,0.04117,0.074,0.76,0.944,1.118,818.0,,4390.0,0.645,0.617,-0.9017,-0.127,,Transit,2015.0,87.04,GasGiant
GJ 1252 b,GJ 1252,0.5182349,0.00916,0.0,0.00657584,0.10643233,,1089.0,,3458.0,0.381,0.391,-1.70774,0.1,M3,Transit,2020.0,85.0,DesertWorld
Kepler-4 b,Kepler-4,3.21346,0.0456,0.0,0.077,0.357,1.91,1650.0,,5857.0,1.223,1.487,0.354,0.17,,Transit,2009.0,89.76,MiniNeptune
TOI-5882 b,TOI-5882,7.148972,0.0804,0.0339,22.01,1.023,25.4,1515.0,,5920.0,1.334,2.26,0.75358,0.18,,Transit,2025.0,88.56,HotJupiter
NGTS-25 b,NGTS-25,2.823093,0.0388,0.0,0.639,1.023,,1101.0,,5321.0,0.91,0.86,-0.29158,0.12,K0 V,Transit,2022.0,89.34,HotJupiter
NGTS-23 b,NGTS-23,4.0764326,0.0504,0.0,0.613,1.267,,1327.0,,6057.0,1.01,1.24,0.2833,-0.26,F9 V,Transit,2022.0,89.12,HotJupiter
K2-131 b,K2-131,0.3693038,0.00936,0.0,0.02485618,0.15077196,8.8,2223.0,4070.0,5120.0,0.803,0.7595,,-0.04,,Transit,2017.0,85.0,LavaWorld
Qatar-6 b,Qatar-6,3.506195,0.0423,0.0,0.668,1.062,,1006.0,,5052.0,0.822,0.722,-0.51428,-0.025,K2 V,Transit,2017.0,86.01,HotJupiter
TOI-4465 b,TOI-4465,101.94054,0.416,0.24,5.89,1.25,3.73,427.0,,5545.0,0.93,1.014,,-0.06,G V,Transit,2025.0,89.95,GasGiant
K2-98 b,K2-98,10.13675,0.0943,0.0,0.10131202,0.38362031,2.15,1102.0,,6120.0,1.074,1.311,,-0.2,F8 V,Transit,2016.0,89.0,MiniNeptune
HATS-6 b,HATS-6,3.3252725,0.03623,0.0,0.319,0.998,0.399,712.8,,3724.0,0.574,0.57,,0.2,M1 V,Transit,2015.0,88.21,GasGiant
KOI-94 e,KOI-94,54.32031,0.3046,0.019,0.11,0.585,0.6,584.0,,6182.0,1.277,1.52,0.479,0.0228,,Transit,2013.0,89.76,GasGiant
K2-136 b,K2-136,7.9752,0.0707,0.14,0.01352931,0.09046318,24.0,610.0,33.5,4500.0,0.742,0.677,-0.7765,-0.02,,Transit,2017.0,,EarthLike
TOI-4773 b,TOI-4773,1.7452851,0.03216,0.024,5.31,1.358,2.63,2255.0,,6740.0,1.452,1.55,0.64836,0.11,,Transit,2025.0,78.64,HotJupiter
KOI-94 b,KOI-94,3.743208,0.05119,0.25,0.033,0.153,10.1,1486.0,,6182.0,1.277,1.52,0.479,0.0228,,Transit,2013.0,89.3,MiniNeptune
HATS-54 b,HATS-54,2.5441828,0.03763,0.126,0.76,1.067,0.77,1625.0,,5702.0,1.097,1.317,0.21245,0.396,,Transit,2019.0,83.08,HotJupiter
HAT-P-70 b,HAT-P-70,2.74432452,0.04739,0.0,6.78,1.87,1.54,2562.0,,8450.0,1.89,1.858,1.22272,-0.059,,Transit,2019.0,96.5,HotJupiter
Kepler-68 c,Kepler-68,9.605027,0.09008,0.099,0.00409026,0.08734068,7.5,1052.0,204.0,5847.0,1.057,1.2564,,0.11,,Transit,2013.0,87.071,DesertWorld
Kepler-10 b,Kepler-10,0.8374907,0.01685,0.0,0.01025711,0.13114484,5.57,2188.0,3820.0,5708.0,0.91,1.065,,-0.15,,Transit,2011.0,84.8,LavaWorld
TOI-663 b,TOI-663,2.598902,0.0295,,0.01400127,0.20251618,2.07,674.0,49.1,3681.0,0.514,0.512,,0.07,M1 V,Transit,2024.0,89.14,SuperEarth
Kepler-37 b,Kepler-37,13.36702,0.1019,0.098,0.00248562,0.02763855,140.0,718.0,44.5,5357.0,0.79,0.789,,-0.36,,Transit,2013.0,88.63,EarthLike
HAT-P-69 b,HAT-P-69,4.7869491,0.06555,0.0,3.58,1.676,1.02,1930.0,,7394.0,1.648,1.926,1.0,-0.069,,Transit,2019.0,87.19,HotJupiter
Kepler-323 b,Kepler-323,1.678328,0.02778,0.095,0.01227077,0.12320478,8.2,1838.0,1900.0,6004.0,1.015,1.12,,-0.14,,Transit,2014.0,88.3,LavaWorld
K2-146 c,K2-146,3.9663,0.0327,0.16,0.0223391,0.23106472,2.246,,,3385.0,0.358,0.35,-1.82391,-0.02,M3.0 V,Transit,2019.0,87.3,MiniNeptune
Kepler-37 c,Kepler-37,21.301848,0.139,0.099,0.00409026,0.0673567,15.0,615.0,23.9,5357.0,0.79,0.789,,-0.36,,Transit,2013.0,89.07,EarthLike
LTT 1445 A b,LTT 1445 A,5.3587657,0.03813,0.11,0.00903003,0.1164245,7.1,424.0,5.4,3340.0,0.257,0.265,,-0.34,,Transit,2019.0,89.68,EarthLike
Kepler-102 b,Kepler-102,5.286965,0.05521,0.1,0.00346099,0.04103852,62.0,857.0,90.0,4909.0,0.803,0.724,,0.11,,Transit,2014.0,89.78,DesertWorld
Kepler-74 b,Kepler-74,7.340718,0.084,0.287,0.68,1.32,0.37,1250.0,,6050.0,1.4,1.51,,0.34,F8 V,Transit,2013.0,85.55,HotJupiter
LP 890-9 c,LP 890-9,8.457463,0.03984,,0.0796027,0.12195578,,272.0,0.906,2850.0,0.118,0.1556,-2.84134,-0.028,M6 V,Transit,2022.0,89.287,MiniNeptune
Kepler-102 c,Kepler-102,7.071392,0.06702,0.094,0.0053488,0.05058444,52.0,777.0,61.0,4909.0,0.803,0.724,,0.11,,Transit,2014.0,89.82,EarthLike
Kepler-102 f,Kepler-102,27.453592,0.1656,0.1,0.01352931,0.07681341,37.0,495.0,10.0,4909.0,0.803,0.724,,0.11,,Transit,2014.0,89.32,EarthLike
HATS-9 b,HATS-9,1.9153073,0.03048,0.129,0.837,1.065,0.85,1823.0,,5366.0,1.03,1.503,0.23,0.34,,Transit,2015.0,86.5,HotJupiter
Kepler-20 f,Kepler-20,19.578328,0.1387,0.094,0.00440489,0.0849319,8.4,681.0,35.9,5495.0,0.929,0.9164,,0.07,,Transit,2011.0,88.788,EarthLike
HR 858 d,HR 858,11.230511,0.1046,0.0,0.0223391,0.17851757,4.9,1061.0,,6354.0,1.204,1.258,0.36361,0.025,,Transit,2019.0,87.72,DesertWorld
HR 858 c,HR 858,5.973865,0.0687,0.0,0.01195614,0.17655486,2.9,1309.0,,6354.0,1.204,1.258,0.36361,0.025,,Transit,2019.0,86.59,DesertWorld
HR 858 b,HR 858,3.585287,0.04888,0.0,0.01116955,0.17878521,2.44,1552.0,,6354.0,1.204,1.258,0.36361,0.025,,Transit,2019.0,85.98,DesertWorld
Kepler-101 c,Kepler-101,6.02976,0.0684,0.0,0.01,0.112,10.5,1413.0,,5667.0,1.17,1.56,,0.33,G3 IV,Transit,2014.0,84.6,DesertWorld
TOI-5720 b,TOI-5720,1.4344555,0.018288,,0.01352931,0.09724345,,708.0,41.7,3325.0,0.383,0.383,-1.79183,0.03,M3.5 +/- 1.0,Transit,2024.0,89.3,EarthLike
TOI-5713 b,TOI-5713,10.441989,0.06008,0.24,,0.1579091,,347.2,2.2554,3225.0,0.2653,0.2992,-2.05849,-0.03,M3.5+/-0.5,Transit,2024.0,89.37,EarthLike
HATS-55 b,HATS-55,4.2042001,0.05412,0.092,0.921,1.251,0.587,1367.0,,6214.0,1.1955,1.126,0.22891,0.108,,Transit,2019.0,86.32,HotJupiter
K2-111 b,K2-111,5.3518,0.0565,0.1,0.01755664,0.1623698,5.0,1309.0,490.0,5775.0,0.84,1.25,,-0.46,,Transit,2017.0,86.43,DesertWorld
HATS-56 b,HATS-56,4.324799,0.06043,0.019,0.602,1.688,0.155,1902.0,,6536.0,1.573,2.201,0.89763,0.19,,Transit,2019.0,83.29,HotJupiter
HATS-57 b,HATS-57,2.350621,0.03493,0.028,3.147,1.139,2.65,1413.4,,5587.0,1.026,0.96,-0.0942,0.268,,Transit,2019.0,87.88,HotJupiter
K2-136 c,K2-136,17.30713,0.1185,0.047,0.05694897,0.26764253,3.69,470.0,11.91,4500.0,0.742,0.677,-0.7765,-0.02,,Transit,2017.0,,MiniNeptune
K2-136 d,K2-136,25.575,0.1538,0.071,0.00943906,0.13962019,4.3,420.0,7.07,4500.0,0.742,0.677,-0.7765,-0.02,,Transit,2017.0,,EarthLike
WASP-192 b,WASP-192,2.8786765,0.0408,0.0,2.3,1.23,1.62,1620.0,,5910.0,1.09,1.32,,0.14,G0 V,Transit,2019.0,82.7,HotJupiter
TOI-4600 b,TOI-4600,82.6869,0.349,0.25,3.02,0.607,,347.0,,5170.0,0.89,0.81,-0.37675,0.16,K V,Transit,2023.0,89.76,GasGiant
WASP-185 b,WASP-185,9.38755,0.0904,0.24,0.98,1.25,0.66,1160.0,,5900.0,1.12,1.5,,-0.02,G0 V,Transit,2019.0,86.8,HotJupiter
HD 189733 b,HD 189733,2.218577,0.03106,,1.166,1.119,1.031,1209.0,356.0,5050.0,0.812,0.765,-0.46547,-0.03,,Radial Velocity,2005.0,85.69,HotJupiter
WASP-184 b,WASP-184,5.1817,0.0627,0.0,0.57,1.33,0.32,1480.0,,6000.0,1.23,1.65,,0.12,G0 V,Transit,2019.0,86.9,HotJupiter
TOI-1052 b,TOI-1052,9.139703,0.09103,0.18,0.05317335,0.25604469,3.93,1135.0,246.0,6146.0,1.204,1.264,,0.14,,Transit,2023.0,87.53,MiniNeptune
WASP-180 A b,WASP-180 A,3.409264,0.048,0.0,0.9,1.24,0.61,1540.0,,6600.0,1.3,1.19,,0.1,F7 V,Transit,2019.0,88.1,HotJupiter
WASP-22 b,WASP-22,3.53269,0.0468,0.023,0.56,1.12,0.53,1430.0,,6000.0,1.1,1.13,,-0.05,G1 V,Transit,2010.0,89.2,HotJupiter
NGTS-6 b,NGTS-6,0.882059,0.01677,0.0,1.339,1.326,0.711,1283.9,,4730.0,0.767,0.754,-0.59176,0.11,,Transit,2019.0,78.231,HotJupiter
Kepler-434 b,Kepler-434,12.8747099,0.1143,0.131,2.86,1.13,2.4,1000.0,,5977.0,1.198,1.38,0.33,0.25,,Transit,2015.0,86.46,GasGiant
K2-139 b,K2-139,28.38236,0.179,0.12,0.387,0.808,0.91,565.0,,5340.0,0.919,0.862,,0.22,K0 V,Transit,2017.0,89.62,GasGiant
WASP-116 b,WASP-116,6.6132,0.065,0.0,0.64,1.22,0.43,1414.0,663.0,6250.0,1.25,1.426,,0.0,,Transit,2025.0,89.57,HotJupiter
Kepler-10 c,Kepler-10,45.29485,0.2407,0.0,0.063,0.199,10.0,485.0,,5627.0,0.895,1.056,0.00173,-0.15,,Transit,2011.0,89.65,MiniNeptune
WASP-182 b,WASP-182,3.3769848,0.0451,0.0,0.148,0.85,0.318,1479.0,,5638.0,1.076,1.34,,0.27,G5,Transit,2019.0,83.88,HotJupiter
WASP-175 b,WASP-175,3.0652907,0.04403,0.0,0.99,1.208,0.74,1571.0,,6229.0,1.212,1.204,,0.15,F7,Transit,2019.0,85.33,HotJupiter
WASP-171 b,WASP-171,3.8186244,0.0504,0.0,1.084,0.98,1.5,1642.0,,5965.0,1.171,1.637,,0.04,G0,Transit,2019.0,88.3,HotJupiter
WASP-169 b,WASP-169,5.6114118,0.0681,0.0,0.561,1.304,0.33,1604.0,,6110.0,1.337,2.011,,0.06,F8,Transit,2019.0,87.9,HotJupiter
TOI-2285 b,TOI-2285,27.26955,0.1363,0.3,0.06135386,0.15523267,,284.0,1.54,3491.0,0.454,0.464,-1.54212,-0.05,,Transit,2021.0,89.66,MiniNeptune
TOI-762 A b,TOI-762 A,3.4716826,0.03418,0.083,0.251,0.744,0.76,555.4,,3266.0,0.442,0.425,-1.73283,0.357,,Transit,2024.0,87.5,GasGiant
TOI-2295 b,TOI-2295,30.033302,0.1992,0.334,0.875,1.47,0.34,747.0,,5730.0,1.168,1.459,0.31387,0.316,,Transit,2024.0,88.16,GasGiant
EPIC 229004835 b,EPIC 229004835,16.141132,0.1237,0.23,0.03272206,0.20804746,4.49,804.0,69.7,5868.0,0.97,0.999,,-0.12,,Transit,2023.0,88.08,MiniNeptune
TOI-1994 b,TOI-1994,4.0337142,0.0613,0.341,22.1,1.22,15.0,2290.0,,7700.0,1.86,2.3,1.22272,-0.01,,Transit,2024.0,85.5,HotJupiter
HAT-P-50 b,HAT-P-50,3.1220109,0.0453,0.115,1.35,1.288,0.78,1862.0,,6280.0,1.273,1.698,0.60314,-0.18,,Transit,2015.0,83.65,HotJupiter
LHS 1903 d,LHS 1903,12.566287,0.08604,0.112,0.01875226,0.22303545,2.09,442.0,6.35,3664.0,0.538,0.539,,-0.11,M,Transit,2026.0,,SuperEarth
LHS 1903 b,LHS 1903,2.1555098,0.02656,0.015,0.01032003,0.12329399,6.82,796.0,66.66,3664.0,0.538,0.539,,-0.11,M,Transit,2026.0,,EarthLike
WASP-75 b,WASP-75,2.484193,0.0375,0.0,1.07,1.27,0.69,1710.0,,6100.0,1.14,1.26,,0.07,F9,Transit,2013.0,82.0,HotJupiter
WASP-126 b,WASP-126,3.2888,0.0449,0.18,0.28,0.96,0.41,1480.0,,5800.0,1.12,1.27,,0.17,G2,Transit,2016.0,87.9,HotJupiter
WASP-95 b,WASP-95,2.184673,0.03416,0.0,1.13,1.21,1.13,1570.0,,5630.0,1.11,1.13,,0.14,G2,Transit,2014.0,88.4,HotJupiter
TOI-2141 b,TOI-2141,18.26157,0.133,0.21,0.075,0.278,4.6,722.0,,5659.0,0.94,0.98,-0.05,-0.12,,Transit,2023.0,89.0,MiniNeptune
HD 137496 b,HD 137496,1.62116,0.02732,0.0,0.01271126,0.11687057,10.49,2130.0,,5799.0,1.04,1.59,,-0.03,G,Transit,2021.0,85.8,LavaWorld
Kepler-39 b,Kepler-39,21.08721,0.164,0.112,20.1,1.24,13.0,897.0,,6350.0,1.29,1.4,,0.1,F7 V,Transit,2011.0,89.07,GasGiant
Kepler-20 d,Kepler-20,77.61184,0.3453,0.6,0.063,0.245,4.07,369.0,,5455.0,0.912,0.944,-0.14874,0.01,,Transit,2011.0,89.57,MiniNeptune
WASP-88 b,WASP-88,4.954,0.06431,0.0,0.56,1.7,0.146,1772.0,,6431.0,1.45,2.08,,-0.08,F6,Transit,2014.0,88.0,HotJupiter
Kepler-37 d,Kepler-37,39.7922622,0.2109,0.1,0.0062927,0.18110478,1.3,499.0,10.39,5357.0,0.79,0.789,,-0.36,,Transit,2013.0,89.335,SuperEarth
TOI-2120 b,TOI-2120,5.7998164,0.0377,0.32,0.02139519,0.18931249,,384.0,3.61,3131.0,0.211,0.245,-2.28651,0.39,,Transit,2024.0,88.67,SuperEarth
KELT-14 b,KELT-14,1.7100566,0.03005,0.0,1.284,1.743,0.322,1970.0,,5720.0,1.239,1.52,,0.32,G4,Transit,2016.0,78.3,HotJupiter
WASP-94 A b,WASP-94 A,3.9501907,0.055,0.13,0.452,1.72,0.118,1604.0,,6153.0,1.45,1.62,,0.26,F8,Transit,2014.0,88.7,HotJupiter
LHS 1903 c,LHS 1903,6.226185,0.05387,0.089,0.0143159,0.18253221,2.91,559.0,16.2,3664.0,0.538,0.539,,-0.11,M,Transit,2026.0,,SuperEarth
TOI-2328 b,TOI-2328,17.10197,0.127,0.057,0.16,0.89,0.29,842.0,,5525.0,0.95,0.9,-0.17005,0.09,,Transit,2025.0,88.66,GasGiant
HAT-P-53 b,HAT-P-53,1.9616241,0.03159,0.134,1.484,1.318,0.8,1778.0,,5956.0,1.093,1.209,0.21748,0.0,,Transit,2015.0,86.2,HotJupiter
TOI-1408 c,TOI-1408,2.1664,0.03587,0.1353,0.02391227,0.19805548,3.8,,,6117.0,1.312,1.53,0.47129,0.25,F8 V,Transit Timing Variations,2024.0,82.6,SuperEarth
HAT-P-44 b,HAT-P-44,4.301219,0.0507,0.044,0.352,1.242,0.23,1108.0,,5295.0,0.942,0.949,-0.194,0.33,,Transit,2014.0,89.1,HotJupiter
HD 73344 b,HD 73344,15.611,0.131,0.03,0.03297377,0.25729369,2.451,911.0,,6252.6,1.2,1.22,,0.143,F6 V,Transit,2024.0,88.082,MiniNeptune
TIC 46432937 b,TIC 46432937,1.44044527,0.02065,0.009,3.2,1.188,2.37,872.0,,3572.0,0.563,0.5299,-1.3851,0.323,,Transit,2024.0,84.35,GasGiant
TOI-1836 b,TOI-1836,20.380799,0.1597,0.0,0.121,0.714,0.41,966.0,,6380.0,1.307,1.577,0.5682,-0.101,,Transit,2024.0,88.74,GasGiant
HAT-P-45 b,HAT-P-45,3.128992,0.0452,0.049,0.892,1.426,0.38,1652.0,,6330.0,1.259,1.319,0.4,0.07,,Transit,2014.0,87.8,HotJupiter
HAT-P-46 b,HAT-P-46,4.463129,0.0577,0.123,0.493,1.284,0.28,1458.0,,6120.0,1.284,1.396,0.391,0.3,,Transit,2014.0,85.5,HotJupiter
CoRoT-36 b,CoRoT-36,5.616531,0.066,0.0,0.68,1.41,0.25,1567.0,,6730.0,1.32,1.52,,-0.1,F3 V,Transit,2022.0,85.83,HotJupiter
TOI-2154 b,TOI-2154,3.8240801,0.0513,0.117,0.92,1.453,0.37,1580.0,,6280.0,1.233,1.396,0.43457,0.011,,Transit,2023.0,83.37,HotJupiter
CoRoT-35 b,CoRoT-35,3.22748,0.0429,0.0,1.1,1.68,0.29,1747.0,,6390.0,1.01,1.65,,-0.5,F6 V,Transit,2022.0,84.1,HotJupiter
WASP-65 b,WASP-65,2.3114243,0.0334,0.0,1.55,1.112,1.5,1480.0,,5600.0,0.93,1.01,,-0.07,G6,Transit,2013.0,88.8,HotJupiter
WASP-133 b,WASP-133,2.176423,0.0345,0.17,1.16,1.21,0.88,1790.0,,5700.0,1.16,1.44,,0.29,G4,Transit,2016.0,87.0,HotJupiter
TOI-2537 b,TOI-2537,94.1022,0.3715,0.364,1.307,1.004,1.6,338.0,,4870.0,0.771,0.771,-0.52143,0.08,,Transit,2024.0,89.592,GasGiant
TOI-1855 b,TOI-1855,1.36414864,0.02398,0.033,1.133,1.65,0.31,1701.0,,5359.0,0.987,1.041,-0.09474,0.399,,Transit,2024.0,78.1,HotJupiter
WASP-104 b,WASP-104,1.7554137,0.02918,0.0,1.272,1.137,1.074,1516.0,,5475.0,1.076,0.963,,0.32,G8,Transit,2014.0,83.63,HotJupiter
Kepler-43 b,Kepler-43,3.02409309,0.0444,0.017,3.13,1.16,2.49,1628.0,,6050.0,1.27,1.38,,0.4,F8 V,Transit,2011.0,84.57,HotJupiter
Kepler-19 b,Kepler-19,9.28699,0.0846,0.41,0.01919275,0.19707412,3.1,851.0,87.6,5541.0,0.936,0.859,,-0.13,,Transit,2011.0,89.94,DesertWorld
TOI-2145 b,TOI-2145,10.26075,0.1108,0.208,5.26,1.069,5.34,1484.0,,6177.0,1.72,2.749,0.99651,0.247,,Transit,2023.0,88.1,HotJupiter
WASP-129 b,WASP-129,5.748145,0.0628,0.096,1.0,0.93,1.6,1100.0,,5900.0,1.0,0.9,,0.15,G1,Transit,2016.0,87.7,HotJupiter
TOI-1736 b,TOI-1736,7.073088,0.074,0.21,0.04,0.223,4.9,1076.0,,5807.0,1.08,1.15,0.25,0.138,,Transit,2023.0,87.3,MiniNeptune
TOI-2525 c,TOI-2525,49.2519,0.249,0.157,0.657,0.904,1.11,,,5096.0,0.849,0.785,-0.44009,0.14,K8 V,Transit,2023.0,89.97,GasGiant
TOI-1246 e,TOI-1246,37.9216,0.211,,0.04656601,0.33722959,1.51,462.0,11.0,5151.0,0.87,0.86,,0.17,K V,Transit,2022.0,89.3,MiniNeptune
CoRoT-24 b,CoRoT-24,5.1134,0.056,0.0,0.018,0.33,0.9,1070.0,,4950.0,0.91,0.86,,0.3,K1 V,Transit,2014.0,86.5,MiniNeptune
