pl_name,hostname,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,pl_radj,pl_dens,pl_eqt,pl_insol,st_teff,st_mass,st_rad,st_lum,st_met,st_spectype,discoverymethod,disc_year,pl_orbincl,planet_type
TOI-2379 b,TOI-2379,5.4693827,0.05263,0.342,5.76,1.046,6.21,624.0,25.3,3707.0,0.645,0.622,,0.501,,Transit,2024.0,88.85,GasGiant
TOI-2384 b,TOI-2384,2.13570304,0.02793,0.0,1.966,1.025,2.26,889.7,104.3,3943.0,0.635,0.6113,,0.332,,Transit,2024.0,88.37,GasGiant
TOI-2025 b,TOI-2025,8.8720982,0.0892,0.394,3.6,1.061,3.74,1166.0,,5977.0,1.199,1.459,0.38739,0.15,,Transit,2022.0,88.65,HotJupiter
HAT-P-57 b,HAT-P-57,2.465295,0.0406,0.0,1.85,1.413,,2200.0,,7500.0,1.47,1.5,0.80618,-0.25,A8 V,Transit,2015.0,88.26,HotJupiter
HD 21520 b,HD 21520,25.1292,0.1726,0.0,0.05569043,0.24061064,1.35,637.0,,5871.0,1.09,1.044,0.06595,0.049,,Transit,2024.0,89.23,MiniNeptune
WASP-117 b,WASP-117,10.02165,0.09459,0.302,0.2755,1.021,0.3445,1001.0,,6038.0,1.129,1.17,,-0.11,F9,Transit,2014.0,89.14,HotJupiter
WASP-103 b,WASP-103,0.925542,0.01985,,1.49,1.528,0.55,2508.0,,6110.0,1.22,1.436,0.413,0.06,F8 V,Transit,2014.0,86.3,HotJupiter
CoRoT-27 b,CoRoT-27,3.57532,0.0476,0.065,10.39,1.007,12.6,1500.0,,5900.0,1.05,1.08,,-0.1,G2,Transit,2014.0,86.7,HotJupiter
TOI-2525 b,TOI-2525,23.2856,0.1511,0.17,0.084,0.774,0.225,,,5096.0,0.849,0.785,-0.44009,0.14,K8 V,Transit,2023.0,89.5,GasGiant
Kepler-8 b,Kepler-8,3.52254,0.0483,0.0,0.603,1.419,0.261,1764.0,,6213.0,1.213,1.486,0.605,-0.055,,Transit,2010.0,84.07,HotJupiter
TOI-2416 b,TOI-2416,8.275479,0.0831,0.32,3.0,0.88,5.4,1080.0,,5808.0,1.118,1.236,0.197,0.32,,Transit,2023.0,90.0,HotJupiter
HD 80653 b,HD 80653,0.719573,0.01661,0.0,0.01799713,0.14390247,7.47,2463.0,6130.0,5959.0,1.18,1.22,,0.255,,Transit,2020.0,82.1,LavaWorld
CoRoT-22 b,CoRoT-22,9.75598,0.092,0.077,0.038,0.435,0.249,885.0,,5939.0,1.099,1.136,,0.17,G3 V,Transit,2014.0,89.749,MiniNeptune
TOI-620 b,TOI-620,5.0988179,0.04825,0.22,,0.33544531,,603.6,20.8,3708.0,0.577,0.55,-1.28819,0.35,M2.5 V,Transit,2022.0,87.47,MiniNeptune
WASP-69 b,WASP-69,3.86813881,0.0453,0.0,0.26,1.0,,971.0,,4792.0,0.83,0.801,-0.48149,0.35,K,Transit,2014.0,86.79,GasGiant
Kepler-21 b,Kepler-21,2.7858212,0.0434,0.0,0.02359764,0.14622204,9.3,2015.0,2749.0,6305.0,1.408,1.902,,-0.03,,Transit,2012.0,83.2,LavaWorld
TOI-1246 b,TOI-1246,4.30744,0.049,,0.02548545,0.26853468,1.63,955.0,196.0,5151.0,0.87,0.86,,0.17,K V,Transit,2022.0,87.9,MiniNeptune
TOI-1670 c,TOI-1670,40.74976,0.249,0.09,0.63,0.987,0.81,684.0,,6170.0,1.21,1.316,,0.09,F7 V,Transit,2022.0,88.84,GasGiant
TOI-2373 b,TOI-2373,13.33668,0.112,0.112,9.3,0.93,14.4,860.0,,5651.0,1.041,1.102,0.05115,0.3,,Transit,2023.0,89.2,GasGiant
CoRoT-24 c,CoRoT-24,11.759,0.098,0.0,0.088,0.44,1.3,850.0,,4950.0,0.91,0.86,,0.3,K1 V,Transit,2014.0,89.0,MiniNeptune
KELT-15 b,KELT-15,3.329441,0.04613,0.0,0.91,1.443,0.36,1642.0,,6003.0,1.181,1.481,0.41162,0.047,,Transit,2016.0,88.3,HotJupiter
TOI-2524 b,TOI-2524,7.18585,0.073,0.0,0.64,1.0,0.79,1100.0,,5831.0,1.007,1.119,0.11628,0.06,,Transit,2023.0,89.4,HotJupiter
TOI-2107 b,TOI-2107,2.4545467,0.03515,0.033,0.83,1.211,0.577,1397.0,,5627.0,0.961,0.932,-0.10458,0.07,,Transit,2024.0,89.44,HotJupiter
WASP-124 b,WASP-124,3.37265,0.0449,0.017,0.6,1.24,0.43,1400.0,,6050.0,1.07,1.02,,-0.02,F9,Transit,2016.0,86.3,HotJupiter
HAT-P-42 b,HAT-P-42,4.641878,0.0575,0.0,1.044,1.28,0.61,1428.0,,5743.0,1.178,1.53,0.356,0.27,,Transit,2012.0,85.9,HotJupiter
Kepler-167 b,Kepler-167,4.3931632,0.0483,0.0,,0.14408065,,914.0,115.8,4890.0,0.77,0.726,-0.57,-0.03,K4,Transit,2014.0,89.33,DesertWorld
WASP-119 b,WASP-119,2.49979,0.0363,0.058,1.23,1.4,0.7,1600.0,,5650.0,1.02,1.2,,0.14,G5,Transit,2016.0,85.0,HotJupiter
TOI-2096 c,TOI-2096,6.38784,0.04,0.1,,0.17075594,,349.0,3.7,3300.0,0.231,0.235,-2.22768,-0.03,M4,Transit,2023.0,89.56,SuperEarth
TOI-2096 b,TOI-2096,3.1190633,0.025,0.15,,0.11089322,,445.0,9.4,3300.0,0.231,0.235,-2.22768,-0.03,M4,Transit,2023.0,89.24,EarthLike
TOI-1246 d,TOI-1246,18.6559,0.131,,0.01667566,0.31314176,0.7,586.0,28.0,5151.0,0.87,0.86,,0.17,K V,Transit,2022.0,89.5,MiniNeptune
TOI-2497 b,TOI-2497,10.655669,0.1166,0.195,4.82,0.994,6.1,1595.0,,7360.0,1.859,2.36,1.16732,0.094,,Transit,2023.0,88.16,HotJupiter
WTS-2 b,WTS-2,1.0187068,0.01855,0.0,1.12,1.363,0.54,2000.0,,5000.0,0.82,0.752,,0.2,K2 V,Transit,2014.0,83.55,HotJupiter
Kepler-433 b,Kepler-433,5.33408384,0.0679,0.119,2.82,1.45,1.13,1776.0,,6360.0,1.46,2.26,0.88,-0.01,,Transit,2015.0,89.21,HotJupiter
TOI-1246 c,TOI-1246,5.904144,0.061,,0.0276879,0.22392759,3.21,860.0,129.0,5151.0,0.87,0.86,,0.17,K V,Transit,2022.0,89.3,MiniNeptune
HAT-P-43 b,HAT-P-43,3.332687,0.0443,0.0,0.662,1.281,0.39,1361.0,,5645.0,1.048,1.103,0.045,0.23,,Transit,2012.0,88.7,HotJupiter
TOI-2368 b,TOI-2368,5.1750073,0.05649,0.061,0.65,0.967,0.88,1000.0,,5360.0,0.897,0.846,-0.27491,0.1,,Transit,2024.0,86.61,GasGiant
TOI-1670 b,TOI-1670,10.98462,0.103,0.59,0.13,0.18378121,8.6,1062.0,,6170.0,1.21,1.316,,0.09,F7 V,Transit,2022.0,86.87,MiniNeptune
WASP-96 b,WASP-96,3.4252602,0.0453,0.0,0.48,1.2,0.37,1285.0,,5540.0,1.06,1.05,,0.14,G8,Transit,2014.0,85.6,HotJupiter
HAT-P-52 b,HAT-P-52,2.7535953,0.03694,0.047,0.818,1.009,0.98,1218.0,,5131.0,0.887,0.893,-0.30452,0.28,,Transit,2015.0,87.02,HotJupiter
HD 93963 A c,HD 93963 A,3.6451398,0.04813,,0.06040996,0.28798337,,1344.0,543.8,5987.0,1.109,1.043,0.0983,0.1,G0 V,Transit,2022.0,86.31,MiniNeptune
WASP-99 b,WASP-99,5.75251,0.0717,0.0,2.78,1.1,2.79,1480.0,,6180.0,1.48,1.76,,0.21,F8,Transit,2014.0,88.8,HotJupiter
WASP-97 b,WASP-97,2.07276,0.03303,0.0,1.32,1.13,1.21,1555.0,,5640.0,1.12,1.06,,0.23,G5,Transit,2014.0,88.0,HotJupiter
WASP-84 b,WASP-84,8.5234865,0.0771,0.0,0.694,0.942,1.104,797.0,,5314.0,0.842,0.748,,0.0,K0,Transit,2014.0,88.368,GasGiant
HD 93963 A b,HD 93963 A,1.0391353,0.02085,,0.02454154,0.12043914,,2042.0,2898.0,5987.0,1.109,1.043,0.0983,0.1,G0 V,Transit,2022.0,86.21,LavaWorld
WASP-106 b,WASP-106,9.289715,0.0917,0.0,1.925,1.085,1.86,1140.0,,6055.0,1.192,1.393,,-0.09,F9,Transit,2014.0,89.49,HotJupiter
HD 28109 b,HD 28109,22.891054,,0.0071,0.01950738,0.23998614,1.8,867.0,,6189.0,1.227,1.425,0.43297,0.1,F8,Transit,2022.0,87.94,MiniNeptune
LTT 1445 A c,LTT 1445 A,3.1239035,0.02661,0.223,0.00484538,0.10232866,5.57,508.0,10.9,3340.0,0.257,0.265,,-0.34,,Transit,2022.0,87.43,EarthLike
WASP-70 A b,WASP-70 A,3.7130203,0.04853,0.0,0.59,1.164,0.499,1387.0,,5763.0,1.106,1.215,,-0.006,G4,Transit,2014.0,87.12,HotJupiter
TOI-1811 b,TOI-1811,3.7130765,0.04389,0.052,0.972,0.994,1.23,962.2,,4766.0,0.817,0.769,-0.56019,0.306,,Transit,2023.0,86.48,GasGiant
Kepler-539 b,Kepler-539,125.63243,0.4988,0.39,0.97,0.747,2.9,387.6,,5820.0,1.048,0.952,,-0.01,G2 V,Transit,2016.0,89.845,GasGiant
CoRoT-26 b,CoRoT-26,4.20474,0.0526,0.0,0.52,1.26,0.28,1600.0,,5590.0,1.09,1.79,,0.01,G5,Transit,2013.0,86.8,HotJupiter
TOI-1801 b,TOI-1801,10.64387,,0.0,0.01805377,0.186,3.701,493.7,,3863.0,0.556,0.547,-1.23003,-0.19,M0.5+/-0.5 V,Transit,2023.0,89.507,SuperEarth
WASP-98 b,WASP-98,2.96264,0.036,0.0,0.83,1.1,0.84,1180.0,,5525.0,0.69,0.7,,-0.6,G7,Transit,2014.0,86.3,HotJupiter
Kepler-423 b,Kepler-423,2.6843285,0.03585,0.019,0.595,1.192,0.459,1605.0,,5560.0,0.85,0.95,,-0.1,G4 V,Transit,2014.0,87.828,HotJupiter
TOI-7166 b,TOI-7166,12.92063621,0.06191,0.0,,0.1793205,,249.0,1.07,3099.0,0.19,0.222,-2.3869,-0.2,M4.5+/-0.5,Transit,2025.0,89.8,SuperEarth
HD 28109 c,HD 28109,55.99712,,0.0039,0.02894644,0.36845456,0.7,643.0,,6189.0,1.227,1.425,0.43297,0.1,F8,Transit,2022.0,89.61,MiniNeptune
WASP-90 b,WASP-90,3.916243,0.0562,0.0,0.63,1.63,0.193,1840.0,,6430.0,1.55,1.98,,0.11,F6,Transit,2016.0,82.1,HotJupiter
TOI-1268 b,TOI-1268,8.1577094,0.0711,0.105,0.30330832,0.81184902,0.71,918.9,,5300.0,0.96,0.92,,0.36,K1-K2,Transit,2022.0,88.63,GasGiant
LHS 1678 c,LHS 1678,3.694247,0.0331,0.22,0.00440489,0.08760832,10.6,,13.5,3490.0,0.345,0.329,-1.83863,,M2.0 V,Transit,2021.0,89.09,EarthLike
HD 88986 b,HD 88986,146.05,0.58,0.24,0.05411725,0.2221433,6.1,460.0,,5861.0,1.25,1.543,,0.06,G2 V,Radial Velocity,2023.0,89.9,MiniNeptune
CoRoT-25 b,CoRoT-25,4.86069,0.0578,0.0,0.27,1.08,0.15,1330.0,,6040.0,1.09,1.19,,-0.01,F9,Transit,2013.0,84.5,HotJupiter
HD 28109 d,HD 28109,84.2899,,0.0054,0.01824884,0.27745609,1.1,561.0,,6189.0,1.227,1.425,0.43297,0.1,F8,Transit,2022.0,89.77,MiniNeptune
WASP-101 b,WASP-101,3.585722,0.0506,0.0,0.5,1.41,0.24,1560.0,,6400.0,1.34,1.29,,0.2,F6,Transit,2014.0,85.0,HotJupiter
HATS-13 b,HATS-13,3.0440499,0.04057,0.181,0.543,1.212,0.377,1244.0,,5523.0,0.962,0.887,,0.05,,Transit,2015.0,88.55,HotJupiter
KELT-1 b,KELT-1,1.217514,0.02466,0.0099,27.23,1.11,24.7,,,6516.0,1.335,1.471,0.545,0.052,,Transit,2012.0,87.8,GasGiant
HD 2685 b,HD 2685,4.12688,0.0568,0.091,1.17,1.44,,2061.0,,6801.0,1.43,1.56,0.66839,0.02,,Transit,2019.0,89.252,HotJupiter
HD 191939 e,HD 191939,101.5,0.397,0.0,0.339806,,,397.0,,5348.0,0.81,0.94,-0.18709,-0.15,G9 V,Radial Velocity,2022.0,88.7,GasGiant
TOI-1117 d,TOI-1117,8.665,0.0817,0.0,0.03369743,,,978.0,152.0,5635.0,0.97,1.05,-0.4437,0.136,G5 V,Radial Velocity,2025.0,,MiniNeptune
K2-32 b,K2-32,8.992,0.0795,0.03,0.04719528,0.47274593,0.55,837.0,,5271.0,0.83,0.86,,-0.06,,Transit,2016.0,89.0,MiniNeptune
TOI-1136 c,TOI-1136,6.2569,0.067,0.0,0.02391227,0.24707713,1.93,965.39,,5805.0,1.0404,0.9573,-0.02687,0.075,,Transit,2022.0,,MiniNeptune
HD 77946 b,HD 77946,6.527282,0.072,0.233,0.02636643,0.24132435,2.481127,,,6046.0,1.17,1.31,,0.18,F5,Transit,2024.0,87.79,MiniNeptune
HAT-P-34 b,HAT-P-34,5.452654,0.0677,0.441,3.328,1.197,2.4,1520.0,,6442.0,1.392,1.535,0.56,,,Transit,2011.0,87.1,HotJupiter
Kepler-69 c,Kepler-69,242.4613,0.64,0.14,,0.153,,299.0,,5638.0,0.81,0.93,-0.097,-0.29,G4 V,Transit,2013.0,89.85,EarthLike
TOI-237 b,TOI-237,5.436098,0.0341,0.0,,0.1284682,,388.0,3.7,3212.0,0.179,0.211,-2.38722,,M4.5 V,Transit,2020.0,89.5,EarthLike
TOI-122 b,TOI-122,5.07803,0.0392,0.0,,0.24266215,,471.0,8.8,3403.0,0.312,0.334,-1.85387,,M3 V,Transit,2020.0,88.4,MiniNeptune
TOI-1680 b,TOI-1680,4.8026345,0.03144,,,0.13078799,,404.0,4.41,3225.0,0.1798,0.2106,-2.36251,0.04,M4.5+/-0.5,Transit,2023.0,89.58,EarthLike
HAT-P-33 b,HAT-P-33,3.474474,0.0499,0.0,0.762,1.686,0.2,1782.0,,6446.0,1.375,1.637,0.618,,,Transit,2011.0,87.2,HotJupiter
TOI-1410.01,TOI-1410,1.21687,0.0207,0.0,0.0393294,0.27663801,2.3,1236.7,,4635.0,0.7941,0.7558,-0.6216,0.328,,Transit,2024.0,,MiniNeptune
TOI-2088 b,TOI-2088,124.72997,0.472,0.0,0.11641502,0.32858634,2.0,300.33,,5081.0,0.9027,0.8481,-0.36151,0.339,,Transit,2024.0,,MiniNeptune
HAT-P-31 b,HAT-P-31,5.005425,0.055,0.245,2.171,1.07,2.18,1450.0,,6065.0,1.218,1.36,0.348,,,Transit,2011.0,87.1,HotJupiter
TOI-1136 f,TOI-1136,26.317822,0.175,0.0,0.10068326,0.33329657,3.0,598.11,,5805.0,1.0404,0.9573,-0.02687,0.075,,Transit,2022.0,,MiniNeptune
K2-32 d,K2-32,31.7154,0.1862,0.0,0.03240726,0.3060041,1.38,537.0,14.5,5275.0,0.856,0.845,,-0.02,,Transit,2016.0,,MiniNeptune
TOI-4364 b,TOI-4364,5.424019,0.04753,0.29,,0.1793205,,488.0,,3528.0,0.487,0.4684,-1.51215,0.148,M4 V,Transit,2025.0,88.68,SuperEarth
TOI-942 c,TOI-942,10.1605,0.088,0.175,0.11641444,0.42760282,,,,4969.0,0.88,0.893,-0.35853,0.0,K2.5 V,Transit,2020.0,89.2,MiniNeptune
TOI-942 b,TOI-942,4.3263,0.0498,0.285,0.05034138,0.37844589,,,,4969.0,0.88,0.893,-0.35853,0.0,K2.5 V,Transit,2020.0,88.6,MiniNeptune
WASP-79 b,WASP-79,3.662392,0.0519,0.0,0.85,1.53,0.318,1716.2,,6600.0,1.39,1.51,,0.03,,Transit,2012.0,86.1,HotJupiter
YZ Cet b,YZ Cet,2.02087,0.01634,0.06,0.00220245,,,471.2,8.21,3151.0,0.142,0.157,-2.65857,-0.18,M4.5 V,Radial Velocity,2017.0,,EarthLike
TOI-1691 b,TOI-1691,16.7369,0.126,0.0,0.04593674,0.31805307,1.76,703.49,,5642.0,0.9581,1.009,-0.03058,0.052,,Transit,2024.0,,MiniNeptune
TOI-1184 b,TOI-1184,5.748432,0.056,0.0,0.02139519,0.21498325,2.63,715.47,,4617.0,0.7271,0.6972,-0.70115,0.017,,Transit,2024.0,,SuperEarth
TOI-5678 b,TOI-5678,47.73022,0.249,0.14,0.06292704,0.43804161,,513.0,,5485.0,0.905,0.938,,0.0,G7 V,Transit,2023.0,89.83,MiniNeptune
HD 219134 d,HD 219134,46.859,0.237,0.138,0.05087625,0.14363458,,410.5,4.72,4699.0,0.81,0.778,-0.57741,0.11,,Radial Velocity,2015.0,,MiniNeptune
TOI-669 b,TOI-669,3.945152,0.048,0.0,0.03146352,0.23071365,3.17,1124.85,,5597.0,0.9245,0.9882,-0.06248,0.001,,Transit,2023.0,,MiniNeptune
HD 114082 b,HD 114082,109.75,0.5109,0.395,8.0,1.0,,,,6651.0,1.47,1.49,0.5832,0.0,F3 V,Radial Velocity,2022.0,90.0,GasGiant
WASP-78 b,WASP-78,2.175173,0.0367,0.0,0.86,2.06,0.131,2469.7,,6100.0,1.39,2.35,,-0.35,,Transit,2012.0,81.3,HotJupiter
TOI-1775 b,TOI-1775,10.2405549,0.08,0.0,0.30204978,0.71793227,1.01,707.89,,5284.0,0.9218,0.8288,-0.31605,0.162,,Transit,2024.0,,GasGiant
TOI-329 b,TOI-329,5.70439,0.0638,0.39,0.12711262,0.44076962,1.84,1213.02,,5614.0,1.0678,1.5326,0.3251,0.205,,Transit,2024.0,,MiniNeptune
TOI-5153 b,TOI-5153,20.33003,0.158,0.091,3.26,1.06,,906.0,,6300.0,1.24,1.4,,0.12,F8 V,Transit,2022.0,88.27,GasGiant
TOI-1136 d,TOI-1136,12.51861,0.107,0.0,0.03870013,0.41227248,0.68,766.21,,5805.0,1.0404,0.9573,-0.02687,0.075,,Transit,2022.0,,MiniNeptune
TOI-1694 b,TOI-1694,3.770107,0.045,0.0,0.09848081,0.47660235,1.13,943.19,,5058.0,0.853,0.8036,-0.41794,0.131,,Transit,2023.0,,MiniNeptune
K2-280 b,K2-280,19.89526,0.1461,0.35,0.11672965,0.66910634,0.48,787.0,,5500.0,1.03,1.28,,0.33,,Transit,2018.0,89.53,GasGiant
WASP-3 b,WASP-3,1.846835,0.03151,0.0,1.76,1.29,1.037,,,6352.0,1.261,1.36116,0.43416,-0.04,,Transit,2007.0,84.93,GasGiant
EPIC 248847494 b,EPIC 248847494,3650.0,4.5,0.0,13.0,1.11,,183.0,0.19,4898.0,0.9,2.7,,-0.23,,Transit,2018.0,89.87,GasGiant
HAT-P-6 b,HAT-P-6,3.852985,0.05235,0.0,1.057,1.33,0.558,,,6570.0,1.29,1.46,0.55267,-0.13,,Transit,2007.0,85.51,GasGiant
HAT-P-35 b,HAT-P-35,3.646706,0.0498,0.025,1.054,1.332,0.55,1581.0,,6096.0,1.236,1.435,0.407,,,Transit,2011.0,87.3,HotJupiter
KOI-3680 b,KOI-3680,141.241671,0.534,0.496,1.93,0.99,2.46,347.0,,5830.0,1.01,0.96,,0.16,,Transit,2018.0,89.892,GasGiant
TOI-1776 b,TOI-1776,2.799868,0.0378,0.0,0.00440489,0.10849581,4.13,1269.21,,5785.0,0.9196,0.9356,-0.05306,-0.193,,Transit,2024.0,,DesertWorld
TOI-2374 b,TOI-2374,4.31361,0.0471,0.13,0.17820937,0.60754855,0.98,885.0,,4802.0,0.75,0.69,,0.15,,Transit,2024.0,87.5,GasGiant
TOI-1199 b,TOI-1199,3.671463,0.04988,0.03,0.239,0.938,0.358,1486.0,,5710.0,1.23,1.45,0.30428,0.44,,Transit,2024.0,,HotJupiter
TOI-1266 d,TOI-1266,32.34,0.15,0.12,0.01444176,,,297.0,1.3,3618.0,0.431,0.436,-1.5376,-0.195,M3 V,Transit Timing Variations,2025.0,,EarthLike
Kepler-80 b,Kepler-80,7.05246,0.0648,,0.02180411,0.23820145,1.38,,,4540.0,0.73,0.678,-0.76955,0.04,K5,Transit,2012.0,89.34,MiniNeptune
TOI-2084 b,TOI-2084,6.0784247,0.05006,,,0.22035902,,527.0,12.8,3551.0,0.453,0.475,-1.49214,-0.13,M2+/-0.5,Transit,2023.0,89.15,SuperEarth
TOI-4940 b,TOI-4940,25.867811,0.165,,0.28002532,0.58970572,,643.0,,5504.0,1.012,1.163,0.04766,0.326,G8 V,Transit,2025.0,88.47,GasGiant
TOI-1443 b,TOI-1443,23.540678,0.147,0.0,0.09439056,0.20553252,14.0,520.66,,5224.0,0.7663,0.7511,-0.42022,-0.294,,Transit,2024.0,,MiniNeptune
TrES-1 b,TrES-1,3.030065,0.03925,,0.752,1.067,0.769,1140.0,,5230.0,0.878,0.807,-0.359,0.02,,Transit,2004.0,90.0,HotJupiter
TOI-756 c,TOI-756,149.4,0.439,0.445,4.05,,,194.0,0.24,3657.0,0.505,0.505,-1.38722,0.196,M1 V,Radial Velocity,2025.0,,GasGiant
TOI-2420 b,TOI-2420,5.842641,0.0684,0.055,0.927,1.34,0.477,1571.6,1017.0,,1.158,2.369,0.68664,,,Transit,2024.0,82.07,HotJupiter
TrES-2 b,TrES-2,2.47061892,0.03563,0.018,1.202,1.187,0.891,,,5850.0,0.99,0.952,-0.02319,-0.15,,Transit,2006.0,84.07,GasGiant
TOI-1439 b,TOI-1439,27.644,0.192,0.157,0.12113455,0.37851667,2.76,748.4,,5841.0,1.2313,1.6184,0.44091,0.226,,Transit,2024.0,,MiniNeptune
HD 164922 b,HD 164922,1201.1,2.115,0.126,0.33854576,,,159.4,0.1578,5293.0,0.874,0.999,-0.15304,0.16,G9 V,Radial Velocity,2005.0,,GasGiant
TOI-813 b,TOI-813,83.8911,0.423,0.0,,0.5986261,,610.0,23.1,5907.0,1.32,1.94,,0.1,G0 IV,Transit,2020.0,89.64,GasGiant
WASP-37 b,WASP-37,3.577469,0.0446,0.0,1.8,1.16,1.53,,,5800.0,0.925,1.003,-0.021,-0.4,,Transit,2010.0,88.82,GasGiant
K2-33 b,K2-33,5.42513,0.0409,0.0,3.6,0.51387278,,850.0,,3410.0,0.31,1.1,-0.83,,M3,Transit,2016.0,86.9,GasGiant
HAT-P-41 b,HAT-P-41,2.694047,0.0426,0.0,0.8,1.685,0.2,1941.0,,6390.0,1.418,1.683,0.628,,,Transit,2012.0,87.7,HotJupiter
TrES-3 b,TrES-3,1.30618581,0.02282,0.0,1.91,1.336,0.994,,,5650.0,0.928,0.829,-0.20412,-0.19,,Transit,2007.0,81.85,GasGiant
HAT-P-40 b,HAT-P-40,4.457243,0.0608,0.0,0.615,1.73,0.15,1770.0,,6080.0,1.512,2.206,0.778,,,Transit,2012.0,88.3,HotJupiter
HATS-14 b,HATS-14,2.7667641,0.03815,0.142,1.071,1.039,1.191,1276.0,,5346.0,0.967,0.933,,0.33,,Transit,2015.0,88.83,HotJupiter
WASP-100 b,WASP-100,2.849375,0.0457,0.0,2.03,1.69,0.53,2190.0,,6900.0,1.57,,,-0.03,F2,Transit,2014.0,82.6,HotJupiter
Kepler-15 b,Kepler-15,4.942782,0.05714,0.06,0.66,0.96,0.93,,,5515.0,1.018,0.992,-0.087,0.36,,Transit,2011.0,87.44,GasGiant
TOI-1669 c,TOI-1669,2.6800535,0.0376,0.0,0.04090257,0.20487123,6.0,1285.16,,5497.0,0.9867,1.0561,-0.03574,0.274,,Transit,2024.0,,MiniNeptune
Qatar-2 b,Qatar-2,1.33711647,0.02153,0.0,2.494,1.254,1.573,1344.0,,4645.0,0.743,0.776,,0.02,,Transit,2011.0,86.12,HotJupiter
rho CrB b,rho CrB,39.8458,0.2196,0.0373,1.04489822,,,614.0,34.7,5627.0,0.889,1.3617,0.23198,-0.31,G0 V,Radial Velocity,1997.0,,GasGiant
HAT-P-1 b,HAT-P-1,4.46543,0.0553,,0.532,1.242,0.345,1306.0,,5975.0,1.133,1.135,0.17026,0.13,,Transit,2006.0,86.11,HotJupiter
HD 191939 g,HD 191939,284.0,0.812,0.03,0.04247575,,,278.0,0.99,5348.0,0.81,0.94,-0.18709,-0.15,G9 V,Radial Velocity,2022.0,,MiniNeptune
GJ 514 b,GJ 514,140.43,0.422,0.45,0.01636103,,,202.0,0.28,3728.0,0.51,0.5,-1.36653,-0.14,M0.5-1.0 V,Radial Velocity,2022.0,,EarthLike
TOI-1174 b,TOI-1174,8.953458,0.08,0.0,0.10068326,0.22361225,11.0,713.83,,5158.0,0.8425,0.7847,-0.4034,-0.002,,Transit,2024.0,,MiniNeptune
Kepler-412 b,Kepler-412,1.720861232,0.02959,0.0038,0.939,1.325,0.501,,,5750.0,1.167,1.287,,0.27,G3 V,Transit,2014.0,80.89,GasGiant
NGTS-4 b,NGTS-4,1.3373508,0.019,0.0,0.06481452,0.2837006,3.45,1650.0,,5143.0,0.75,0.84,,-0.28,,Transit,2019.0,82.5,MiniNeptune
K2-32 e,K2-32,4.34934,0.04899,0.043,0.00660734,0.10812758,6.3,1066.0,,5271.0,0.83,0.86,,-0.06,,Transit,2019.0,89.0,DesertWorld
WASP-135 b,WASP-135,1.4013794,0.0243,0.0,1.9,1.3,1.16,,,5675.0,0.98,0.96,,0.02,G5 V,Transit,2015.0,82.0,GasGiant
K2-132 b,K2-132,9.1708,0.0916,0.29,0.495,1.089,,1586.0,,4878.0,1.19,4.11,0.94349,-0.11,,Transit,2017.0,77.46,HotJupiter
Kepler-69 b,Kepler-69,13.722341,0.094,0.16,,0.2,,779.0,,5638.0,0.81,0.93,-0.097,-0.29,G4 V,Transit,2013.0,89.62,SuperEarth
TrES-4 b,TrES-4,3.553945,0.05092,,0.92,1.751,0.213,1785.0,,6200.0,1.394,1.816,0.64246,0.14,,Transit,2007.0,82.81,HotJupiter
TOI-1136 e,TOI-1136,18.80693,0.14,0.0,0.07551244,0.22710987,8.0,669.11,,5805.0,1.0404,0.9573,-0.02687,0.075,,Transit,2022.0,,MiniNeptune
Kepler-62 b,Kepler-62,5.714932,0.0553,,0.03,0.117,,750.0,,4925.0,0.69,0.64,-0.678,-0.37,K2 V,Transit,2013.0,89.2,EarthLike
TOI-1180 b,TOI-1180,9.686753,0.082,0.0,0.03146352,0.27086979,1.93,638.18,,4804.0,0.7795,0.7425,-0.57675,0.067,,Transit,2024.0,,MiniNeptune
YZ Cet d,YZ Cet,4.65626,0.02851,0.07,0.00342952,,,356.7,2.7,3151.0,0.142,0.157,-2.65857,-0.18,M4.5 V,Radial Velocity,2017.0,,EarthLike
YZ Cet c,YZ Cet,3.05989,0.02156,0.0,0.00358684,,,410.3,4.72,3151.0,0.142,0.157,-2.65857,-0.18,M4.5 V,Radial Velocity,2017.0,,EarthLike
TOI-1347 c,TOI-1347,4.841962,,0.0,0.02013665,0.14274268,4.1,1000.0,,5464.0,0.913,0.83,-0.25964,0.04,,Transit,2024.0,87.5,DesertWorld
TOI-1437 b,TOI-1437,18.84078,0.139,0.0,0.03272206,0.21721069,3.91,794.23,,5986.0,1.012,1.2589,0.26435,-0.159,,Transit,2024.0,,MiniNeptune
TOI-4377 b,TOI-4377,4.378081,0.0579,0.045,0.957,1.348,0.881,,,4974.0,1.36,3.52,0.82217,0.205,,Transit,2023.0,80.3,GasGiant
Kepler-18 b,Kepler-18,3.504725,0.0447,0.0,0.022,0.178,4.9,,,5345.0,0.972,1.108,-0.031,0.19,,Transit,2011.0,84.92,SuperEarth
Kepler-87 b,Kepler-87,114.73635,0.481,0.036,1.02,1.204,0.729,478.0,,5600.0,1.1,1.82,,-0.17,,Transit,2013.0,89.274,GasGiant
